Record.ID,Param.A,Param.B,Param.C,Param.D,Param.E,Param.F,Param.G,Param.H,Param.I,Param.J,Param.K,Param.L,Param.M,Param.N,Param.O,Param.P,Param.Q,Dep.Var
4022,2.554141143,1.687757822,0.426342965,0.644387399,20.95174681,4,0.500663062,1,0,0,1,119.7270115,168,21,2,0,85,0
4023,2.257312635,2.353890183,1.742438965,0.518503039,11.44704462,3,0.197643386,0,1,0,1,142.0917727,184,12,0.59,0,110,0
4024,1.755926153,2.460735792,3.3059838,0.423507707,10.33206502,7,0.796269457,0,1,1,1,132.0181826,170,11,5.57,0,103,0
4025,2.23705738,4.443754534,4.680528842,0.834370802,22.00753681,2,0.276824586,0,1,1,1,102.6314566,160,24,0.55,1,66,0
4026,0.49742593,3.141863211,7.417783428,0.843973684,1.631489878,6,0.738456782,0,0,0,1,110.9998128,144,2,4.43,0,86,0
4027,1.327575237,3.492850768,0.079992473,0.018441439,19.47951723,7,0.524882108,1,0,0,0,127.4126548,165,20,3.67,0,98,0
4028,1.475779399,3.059128109,9.131499165,0.348162335,12.08173517,7,0.064066331,1,0,0,1,123.0850224,161,13,0.45,0,94,0
4029,1.641295225,1.767405447,3.71543722,0.620728942,13.56264765,1,0.319254958,1,1,1,0,84.68869696,121,14,0.32,0,59,0
4030,1.661164948,4.242023705,0.580215432,0.688278942,17.67858555,1,0.11194616,0,0,1,0,113.6588169,149,19,0.11,0,87,0
4031,1.952904005,2.720442782,0.005530218,0.129380307,16.92741559,2,0.39078315,0,0,0,0,104.3315681,147,18,0.78,0,74,0
4032,2.227436155,1.694419939,0.07613496,0.281694619,16.99377062,8,0.644066086,1,1,0,0,72.71562488,111,18,5.15,0,48,0
4033,2.251962391,1.37310146,1.9126862,0.496948187,20.15855833,2,0.380628613,0,1,1,0,121.2914503,158,22,0.76,0,93,0
4034,1.911498962,0.4864808,0.008537967,0.321651868,23.89395378,4,0.605171208,0,1,1,1,102.3133345,147,24,2.42,0,71,0
4035,2.467517034,2.270688478,0.035438476,0.232058074,28.4421795,1,0.434353096,0,0,0,1,132.5698658,184,29,0.43,0,96,0
4036,2.816512001,1.33636443,1.278099709,0.866416094,1.454210971,8,0.115153838,1,1,0,1,137.4169426,174,2,0.92,0,109,0
4037,2.04004954,3.577374866,1.438806741,0.257632039,27.74126291,4,0.307948522,0,0,1,1,93.25774193,154,28,1.23,0,56,0
4038,2.003139811,4.146821519,0.005700363,0.497747062,9.431171046,2,0.514305888,0,0,0,1,101.8331567,137,11,1.03,0,76,0
4039,2.976494336,0.281911443,0.95802942,0.184328028,10.32046365,3,0.470977757,1,0,1,1,116.6979151,142,11,1.41,0,96,0
4040,2.278979335,0.773481664,9.822490732,0.669957828,9.899717459,6,0.66745397,1,0,0,1,91.21036158,130,10,4,0,64,0
4041,3.111747122,4.072927144,0.841662233,0.099397211,22.33307493,1,0.132977669,0,1,0,1,89.84458662,137,22,0.13,0,59,0
4042,2.706042448,0.719457466,0.206783011,0.344000306,16.74391787,5,0.076537774,0,0,0,1,121.5835623,167,18,0.38,0,89,0
4043,1.353985854,3.416510167,1.913606482,0.975387318,20.57716684,8,0.261513757,1,1,1,1,95.36092833,152,22,2.09,0,60,0
4044,2.788776077,4.656145851,2.14720968,0.809053435,11.34635053,6,0.105218739,0,0,1,1,144.1599432,187,12,0.63,0,111,0
4045,2.411593022,0.150929828,1.597394761,0.260548294,26.27226973,10,0.683308618,0,0,0,0,105.840248,157,27,6.83,0,71,0
4046,1.900441462,3.114888237,3.382674756,0.362133539,12.1159785,8,0.395545119,0,1,1,1,99.65453796,147,14,3.16,0,68,0
4047,1.514282074,3.648744457,0.101990351,0.187227977,16.46302293,4,0.096517738,0,1,0,0,142.5926983,180,16,0.39,0,113,0
4048,2.508258981,0.556136239,6.198689364,0.39593694,11.5552219,4,0.719426939,1,1,0,0,143.1741348,178,13,2.88,0,115,0
4049,2.632549929,0.529188136,7.580239674,0.141316292,13.33178851,4,0.558301518,0,1,0,1,116.7248821,149,15,2.23,0,91,0
4050,2.751129544,1.833682515,0.164959762,0.722333776,21.79756671,5,0.222852943,1,0,1,1,71.34873175,121,23,1.11,0,42,0
4051,1.880939906,4.813586293,2.701773354,0.189463319,19.28587389,1,0.820574515,1,1,1,1,110.1963124,164,21,0.82,0,74,0
4052,2.283974627,2.764993572,4.81851637,0.358571876,4.23336936,3,0.071513724,1,1,1,0,98.22186635,132,6,0.21,0,73,0
4053,1.685977779,0.126188603,4.04897833,0.426331362,11.03526163,3,0.747209135,0,1,1,1,140.2482233,179,12,2.24,0,110,0
4054,1.423608556,0.323467812,3.763691926,0.41244019,13.54544347,3,0.83326139,0,1,1,0,123.390756,151,14,2.5,0,101,0
4055,2.426771576,0.334258891,5.879401753,0.15281462,9.535970185,7,0.087992783,1,1,1,0,93.20556899,131,11,0.62,0,66,0
4056,1.302473249,1.194218243,0.877049494,0.86137425,5.094089649,7,0.157866194,0,0,0,0,114.8651568,147,6,1.11,0,90,0
4057,2.022284739,0.806377792,5.055652369,0.862208912,10.74741128,10,0.236311572,1,1,0,1,121.3192136,174,11,2.36,0,85,0
4058,1.678758823,1.158159212,1.392746416,0.613081262,11.33936556,4,0.987048943,1,0,0,1,109.4430564,145,12,3.95,0,83,0
4059,0.741049207,3.369954559,0.829917499,0.031117287,8.53863757,10,0.654004115,0,1,0,1,132.1468511,163,9,6.54,0,107,0
4060,2.665978401,0.88742422,4.058980113,0.417256303,23.66818422,4,0.982839327,0,0,0,0,92.088982,130,25,3.93,0,65,0
4061,1.947972144,1.96383332,0.929284865,0.564307594,19.04364726,10,0.400969651,0,0,0,1,76.83774861,131,19,4.01,0,45,0
4062,1.474900206,2.166744828,0.135803668,0.18804227,6.086860561,1,0.766333056,0,1,1,0,133.3324605,150,7,0.77,0,119,0
4063,1.76094635,1.013748217,1.601318004,0.932680014,4.069011459,7,0.632818155,0,0,1,1,80.96016181,106,5,4.43,0,62,0
4064,2.686974432,1.099851004,0.024477917,0.962201788,12.69926006,2,0.399301669,1,0,0,0,132.5866474,170,14,0.8,0,103,0
4065,1.282418724,2.23459011,3.505177965,0.752527606,11.86849486,8,0.615954084,1,0,1,0,121.5054178,167,13,4.93,0,88,0
4066,1.815983287,0.716722712,0.368687388,0.723519143,27.75689952,5,0.49117588,0,1,1,1,87.36181898,141,29,2.46,0,54,0
4067,1.291796841,3.595727946,3.787759299,0.791394768,10.6902673,4,0.729128658,1,1,0,1,152.3433581,185,13,2.92,0,125,0
4068,2.324035685,2.29263749,0.081327498,0.097165895,18.94375424,1,0.799225347,1,0,1,1,92.96186082,134,19,0.8,0,64,0
4069,1.403853491,1.65745645,4.782258395,0.291935827,7.006593383,8,0.096526379,0,0,1,0,73.92386275,108,8,0.77,0,51,0
4070,1.423335975,4.952224194,2.739603021,0.004899766,14.13856444,9,0.738823693,1,0,0,0,131.1658064,184,16,6.65,0,94,0
4071,1.425085676,0.590380911,1.893164386,0.336678659,15.70085613,6,0.519423444,0,1,1,0,103.0772538,143,18,3.12,0,74,0
4072,3.135446421,1.335181509,7.35767374,0.813889704,5.538613428,3,0.428557416,0,1,0,1,65.0500878,97,6,1.29,0,44,0
4073,2.182536581,0.291644439,4.328760934,0.72711015,8.112477892,1,0.791913282,0,0,1,0,108.4101935,143,9,0.79,0,82,0
4074,1.820094161,0.374843191,8.941764318,0.151549854,3.221134158,10,0.517363784,1,0,1,1,123.7583711,155,3,5.17,0,99,0
4075,1.794004664,3.655508214,0.352959699,0.355083587,28.04097237,5,0.399695824,0,1,0,0,77.81840645,131,29,2,0,46,0
4076,2.353181914,0.880169165,4.162260144,0.886378412,16.52223039,10,0.458167538,0,0,0,1,90.18575831,137,18,4.58,0,59,0
4077,2.17154929,3.077311385,7.272110041,0.791493638,9.499007838,4,0.260834657,1,0,0,1,120.9286661,154,11,1.04,0,95,0
4078,2.965425592,1.104088963,5.070876326,0.450589937,20.62331749,7,0.043415404,0,0,1,0,123.0922911,180,22,0.3,0,84,0
4079,1.441529538,1.560559261,0.597708863,0.775613963,9.25189378,6,0.387141926,0,1,0,0,85.91671463,111,10,2.32,0,67,0
4080,1.205000099,0.094025291,1.815627951,0.348598968,2.434778786,2,0.268889544,1,1,0,0,121.1568503,149,3,0.54,0,99,0
4081,2.665695269,0.131869705,6.796057271,0.544038448,13.71319933,1,0.199195781,1,0,0,0,140.9698061,183,15,0.2,0,109,0
4082,1.050286646,2.798082729,4.778237993,0.675936332,10.51416494,9,0.403115186,1,1,0,1,99.77251669,140,12,3.63,0,71,0
4083,1.045861085,3.578820338,3.471173383,0.381086862,15.25765727,1,0.005938076,0,1,0,1,107.3273245,135,17,0.01,0,85,0
4084,1.695633307,0.877587277,0.921836688,0.71019169,7.034463189,2,0.325119402,0,0,0,0,119.8132006,152,9,0.65,0,94,0
4085,2.130338687,2.922705875,2.300411814,0.485073658,4.747857032,6,0.304101904,0,1,0,0,117.1135242,146,6,1.82,0,94,0
4086,2.198355755,4.019221252,7.287931488,0.32192992,13.96707074,7,0.387017263,1,1,0,0,93.6581028,137,15,2.71,0,64,0
4087,2.320401351,3.779058808,0.148920782,0.934907794,7.268300666,3,0.450521986,0,0,0,0,88.86817412,125,8,1.35,0,63,0
4088,2.252927424,1.690836974,2.520916841,0.90703888,18.85236492,6,0.88333137,0,1,0,0,133.071043,179,21,5.3,0,99,0
4089,2.752251064,0.291588878,4.536330406,0.713831533,8.144169059,9,0.029750757,1,1,0,0,88.64807451,125,9,0.27,0,63,0
4090,0.655369358,0.882056104,3.031744107,0.467322989,6.333322676,10,0.782741458,1,1,1,1,125.3599122,164,7,7.83,0,96,0
4091,1.909035389,1.177962589,0.089988615,0.467811754,19.9698883,1,0.026688548,1,1,0,1,131.6474995,174,20,0.03,0,100,0
4092,1.981946848,1.084740788,0.553423033,0.593885134,26.53067583,9,0.661780476,1,1,0,0,88.62458581,132,27,5.96,0,60,0
4093,1.222113535,2.554537845,3.571613369,0.730161684,11.55591369,10,0.35777146,0,0,0,1,89.64185845,131,13,3.58,0,61,0
4094,1.812173441,3.611132652,0.041920575,0.471943454,5.777095613,2,0.198117316,1,1,0,1,116.1963497,146,7,0.4,0,92,0
4095,2.333277802,0.680130131,3.041340489,0.713439151,12.26359122,4,0.91685103,0,0,0,0,128.0441769,152,13,3.67,0,108,0
4096,2.809951093,2.276102945,1.792373525,0.449646098,7.482888374,10,0.631722667,1,1,1,1,105.5774169,137,9,6.32,0,81,0
4097,1.740668636,3.059460101,1.205846779,0.965720649,17.12484603,6,0.688549275,0,0,0,1,110.2385111,152,18,4.13,0,80,0
4098,2.209457553,0.296589696,0.35533421,0.80867905,3.119207916,8,0.884606106,1,1,0,1,102.587458,139,4,7.08,0,76,0
4099,2.312452402,1.535769052,6.122283918,0.258607911,11.57923802,3,0.986371166,0,1,0,1,118.4515887,159,12,2.96,0,88,0
4100,1.478205888,0.067441862,0.006447864,0.817610438,23.28408112,3,0.818798829,1,0,1,0,103.9459838,153,25,2.46,0,71,0
4101,1.62705383,3.139966288,1.287463164,0.79778188,15.49729334,1,0.863077358,1,0,1,0,137.8862677,179,17,0.86,0,106,0
4102,2.662400595,1.282249532,6.805740116,0.652932992,14.86919911,7,0.187151938,1,0,1,0,154.6730834,207,16,1.31,1,116,0
4103,1.653471192,3.436709621,1.478319049,0.127616803,10.71063792,4,0.29994158,0,1,1,1,101.915334,140,11,1.2,0,74,0
4104,0.94875115,2.260645022,0.180160297,0.129623351,17.53384829,10,0.034526903,1,1,0,1,104.3767284,143,19,0.35,0,76,0
4105,2.235661344,0.224491741,7.000689775,0.896176762,17.36458691,3,0.914713217,0,1,0,1,110.2958535,157,19,2.74,1,77,0
4106,1.120286964,1.431746613,2.103498067,0.580316701,13.59706639,6,0.817194295,1,1,1,1,83.05181034,122,15,4.9,0,57,0
4107,1.107271852,0.653191573,4.276589711,0.34944519,4.081770266,3,0.68858902,1,1,1,0,98.26644044,131,5,2.07,0,74,0
4108,2.584677707,2.377466933,8.040910367,0.813534817,5.563038519,10,0.417797712,0,0,1,1,106.5558433,141,7,4.18,0,81,0
4109,1.751894061,3.044189611,0.164493405,0.280097009,15.30246425,5,0.474690778,0,0,1,1,140.4558866,186,16,2.37,0,106,0
4110,2.188868168,4.586080064,3.001738039,0.999191366,17.49829308,2,0.179245667,0,0,1,0,125.8437819,175,19,0.36,0,90,0
4111,0.80003261,1.642985978,0.82144112,0.73563425,12.13932862,3,0.502432935,1,0,1,0,144.0738418,168,13,1.51,0,124,0
4112,2.562874995,3.848460855,8.304346455,0.13147624,27.58998662,7,0.680038327,0,0,1,0,91.29718933,155,28,4.76,1,54,0
4113,1.723207147,2.268970356,4.468308934,0.349020186,8.383238837,3,0.641501375,1,1,1,1,64.3588705,99,9,1.92,0,42,0
4114,1.614328982,0.697356936,1.236474846,0.453534407,13.08150833,2,0.109600781,1,1,0,1,73.62920159,112,14,0.22,0,48,0
4115,1.871736732,3.607634587,0.002080981,0.334014797,12.55797004,9,0.877973224,0,0,1,1,120.4657537,157,14,7.9,0,92,0
4116,1.468183091,3.67891042,0.124121437,0.47404549,11.87843108,5,0.926190621,0,1,0,0,99.22930564,141,12,4.63,0,70,0
4117,1.639303634,4.806073683,0.000136957,0.930083301,8.515637973,7,0.280614873,1,1,0,0,86.28482418,113,10,1.96,0,66,0
4118,2.915298618,1.453786086,5.503762422,0.237346049,11.90575539,8,0.15890547,1,1,0,1,135.7470922,172,13,1.27,0,107,0
4119,1.981540641,3.678475038,1.959527809,0.295570171,11.58082768,10,0.101421638,1,0,0,0,89.19276995,132,13,1.01,0,60,0
4120,2.475135981,1.304764018,7.6524256,0.913229402,16.60705219,3,0.969771089,1,0,0,1,110.1856509,160,18,2.91,1,76,0
4121,1.985122121,0.984415697,0.184062255,0.526130286,22.41457572,4,0.826810399,1,0,0,0,114.4625633,154,24,3.31,0,85,0
4122,1.784113776,3.744051626,1.422732901,0.199496148,18.50120269,5,0.695808091,1,1,1,0,101.9328187,140,19,3.48,0,74,0
4123,2.813950088,2.586510958,3.644532253,0.153252161,14.15160455,10,0.784887616,0,1,0,0,91.93785474,132,15,7.85,0,64,0
4124,2.739202502,1.104020296,3.547391146,0.264319832,23.73470588,5,0.889409113,1,0,1,0,101.6770949,151,24,4.45,0,68,0
4125,1.616292987,2.577820597,1.048497599,0.659487032,14.57805206,10,0.50555126,1,1,0,1,102.5125717,137,16,5.06,0,77,0
4126,2.549902052,0.469635315,0.203182034,0.51243794,12.38087574,4,0.282429593,0,0,1,1,96.45580139,120,14,1.13,0,78,0
4127,2.836680555,1.230002238,0.626909388,0.888767695,7.948172107,10,0.444678886,0,1,0,1,86.76674909,117,9,4.45,0,64,0
4128,2.126115596,1.964398464,9.744576322,0.916142701,12.24815111,7,0.225929171,0,0,1,0,118.0434041,164,13,1.58,0,85,0
4129,2.559244934,0.282624966,0.00566558,0.69178224,14.7808871,9,0.179489797,1,0,1,1,118.9959573,151,15,1.62,0,94,0
4130,0.798804872,1.195817444,2.965260059,0.245493284,16.36634663,5,0.179038656,0,0,1,1,86.566924,122,18,0.9,0,61,0
4131,1.809630837,1.646637022,2.909392219,0.123971308,15.87719117,6,0.092230911,1,0,0,0,129.5817935,163,16,0.55,0,103,0
4132,2.001034438,3.839190105,0.11011178,0.987986128,15.18731624,5,0.824092124,1,0,1,1,107.5058158,142,16,4.12,0,81,0
4133,2.558088051,0.775183388,2.727458765,0.467642643,23.91325075,5,0.983638494,1,0,1,0,90.17281168,146,24,4.92,0,56,0
4134,2.945343087,3.044650888,7.256579971,0.590461775,14.53415913,2,0.14485312,0,0,0,1,78.64036052,115,16,0.29,0,54,0
4135,2.086934671,3.312592604,9.771145806,0.385281821,18.80362827,3,0.023446102,1,0,1,1,75.35813862,119,21,0.07,1,48,0
4136,1.750593689,4.38980832,0.82060255,0.347386488,10.26911869,4,0.156055257,0,1,1,0,116.20714,154,11,0.62,0,88,0
4137,1.973207426,0.305738903,5.377154315,0.328812334,20.39524712,9,0.341665843,1,0,1,1,71.96799748,122,22,3.07,0,42,0
4138,1.741336425,4.695128302,1.157557141,0.022537647,24.91167788,7,0.798085882,0,0,0,1,114.3573592,165,26,5.59,0,79,0
4139,2.568572487,2.001276589,2.104987404,0.230464359,13.73782498,9,0.362762354,0,1,0,1,85.4902017,124,14,3.26,0,59,0
4140,1.191892192,1.50714778,9.08E-08,0.21156665,3.26148615,6,0.751526554,1,1,0,0,85.22380768,103,5,4.51,0,71,0
4141,2.223164695,3.107675197,0.285622114,0.46840151,15.10038306,6,0.785102571,1,1,1,0,82.00655938,122,17,4.71,0,55,0
4142,2.660419585,2.576839838,8.569678468,0.59270611,17.559951,1,0.998562306,0,0,0,1,122.8867946,165,20,1,0,92,0
4143,2.106954366,0.437555373,1.614465858,0.76298057,20.97962977,2,0.179505945,0,1,1,1,98.63498259,137,23,0.36,0,71,0
4144,1.972567655,2.745030457,1.145783604,0.994140028,16.65691709,8,0.195400122,0,0,0,1,111.8505546,160,18,1.56,0,78,0
4145,2.152139464,3.546000085,2.68770718,0.634584972,17.60734225,5,0.024608332,0,1,0,0,140.6062521,184,18,0.12,0,107,0
4146,1.222636781,0.372085425,0.885968412,0.308549231,0.539562915,6,0.459247147,0,0,1,1,91.53581322,106,1,2.76,0,79,0
4147,2.840667754,1.153450235,3.782451183,0.636541902,14.78331962,10,0.757231949,1,0,0,0,98.88249128,140,17,7.57,0,70,0
4148,2.407841107,0.422483147,0.856102367,0.221350402,14.88252876,9,0.918306605,0,0,0,1,136.2751305,177,15,8.26,0,105,0
4149,2.312751296,0.910226619,8.719441626,0.786685984,23.44574124,6,0.15395622,1,1,0,0,120.6071528,170,24,0.92,1,86,0
4150,2.703904257,1.898272521,2.339969818,0.715226397,10.33793562,6,0.38937329,0,1,0,0,65.12263494,99,11,2.34,0,43,0
4151,1.315568847,1.855923992,1.141493728,0.865732253,7.98712424,1,0.233915415,0,1,0,0,93.20115807,121,10,0.23,0,72,0
4152,1.958248414,0.420689949,3.478922708,0.555405126,14.52432387,9,0.155755466,0,1,0,0,96.93618552,144,16,1.4,0,65,0
4153,2.923553615,3.922457257,1.048496721,0.853488191,9.655081113,10,0.055791331,0,1,1,1,108.5776171,151,11,0.56,0,78,0
4154,3.341761607,3.128996462,0.227155393,0.524469627,12.44181513,2,0.498034723,1,0,0,1,88.72033672,123,13,1,0,64,0
4155,1.703524143,4.953689329,8.530572088,0.88646575,6.84449969,4,0.408700796,0,1,0,1,119.5445062,159,7,1.63,0,90,0
4156,1.365597909,1.565811038,2.273238402,0.301308883,13.71343249,3,0.10847344,1,1,0,1,131.8289476,159,15,0.33,0,109,0
4157,2.304267118,0.383850565,7.713252874,0.124253994,22.07646159,2,0.877066093,1,0,1,1,119.3740751,169,23,1.75,1,84,0
4158,1.815824556,4.904694063,9.822290986,0.844041185,4.615249235,3,0.828120812,0,1,0,1,86.30312921,125,5,2.48,0,60,0
4159,2.031682694,0.526615314,6.631732019,0.241056996,0.912982028,8,0.434324033,0,1,1,1,92.46672876,120,1,3.47,0,71,0
4160,1.601380092,2.952995879,7.743745599,0.688181624,17.7321538,7,0.777826782,0,0,0,0,92.47510022,132,19,5.44,0,65,0
4161,1.073001355,1.140176461,3.183979904,0.628010024,13.25064798,6,0.109699301,1,0,0,1,109.4797542,149,14,0.66,0,80,0
4162,1.865590436,0.122474335,3.783907581,0.461563316,13.4036287,1,0.744479115,0,0,0,1,110.745213,141,15,0.74,0,87,0
4163,1.657361994,0.966992346,0.012082586,0.247193365,8.320701371,8,0.439565833,0,0,0,0,67.49630454,96,10,3.52,0,47,0
4164,1.402137959,1.693681312,0.119137688,0.780202645,12.36438594,10,0.868556628,1,0,0,1,63.63002191,112,13,8.69,0,36,0
4165,2.059794505,1.008905371,0.281724688,0.793140589,20.45321613,7,0.428843004,1,1,1,0,77.92451111,114,21,3,0,53,0
4166,1.628155789,3.905010683,8.417627586,0.148275748,16.44892763,4,0.850932922,1,1,1,1,106.6123441,153,18,3.4,0,74,0
4167,0.579084945,1.208431765,0.091117371,0.82880036,5.123412788,3,0.866185438,0,1,0,1,105.1098304,125,6,2.6,0,88,0
4168,2.146364121,4.042275771,4.127997883,0.367669221,10.3311742,2,0.042160593,1,0,0,0,86.4691152,130,12,0.08,0,58,0
4169,2.379127196,2.98737829,0.965170979,0.364137855,17.25138385,4,0.250305904,0,1,0,0,92.83806403,140,18,1,0,62,0
4170,1.509085561,4.928376137,3.662002898,0.434909469,7.39450384,6,0.78729242,1,0,0,1,100.9739494,136,8,4.72,0,75,0
4171,1.183798163,4.518871144,6.506303732,0.513548984,11.41183666,10,0.540498612,1,0,0,0,106.475522,149,13,5.4,0,76,0
4172,2.08090507,2.385208488,5.490913178,0.197396232,14.81752896,7,0.967874712,1,1,1,0,85.6477441,126,16,6.78,0,58,0
4173,1.705304711,1.28502243,9.079542353,0.450754461,14.58966089,3,0.809567051,1,0,1,0,108.6692519,146,16,2.43,1,81,0
4174,1.802629277,4.655205913,8.505508542,0.107997994,16.17944363,5,0.314812805,1,1,0,0,108.1291589,149,16,1.57,0,78,0
4175,2.179452383,2.398093883,1.799761533,0.575084197,16.89890775,8,0.859845399,0,1,1,0,107.7660697,146,18,6.88,0,80,0
4176,1.250948872,2.289271774,0.586796222,0.868435994,9.581393857,4,0.406068517,0,0,0,0,120.3533432,158,11,1.62,0,92,0
4177,1.857103385,1.537383461,2.157609579,0.437488508,17.56032812,4,0.592789448,0,0,0,0,91.91588244,124,19,2.37,0,68,0
4178,1.526440919,3.085651783,4.053759641,0.081078242,16.60681069,5,0.216148452,1,0,1,0,107.9272174,147,17,1.08,0,79,0
4179,1.688322221,0.957517458,7.734453991,0.945421974,11.97614542,10,0.663358574,0,0,1,1,99.01931012,141,12,6.63,1,70,1
4180,2.097097195,3.816032479,1.002636515,0.036384036,3.646190004,8,0.93764961,0,1,1,1,107.8144384,140,4,7.5,0,83,0
4181,0.956108374,3.092886143,0.556153091,0.023722737,16.21394526,2,0.343324277,0,0,1,0,87.78759923,115,17,0.69,0,67,0
4182,1.249979734,2.576154685,1.582646519,0.100017934,6.962009296,5,0.621391281,0,1,1,1,91.94787496,115,7,3.11,0,74,0
4183,1.250313211,3.348654613,0.328390136,0.88286496,10.44432927,7,0.878230267,0,0,1,0,81.90352078,119,12,6.15,0,56,0
4184,0.729516333,1.818432623,7.575933858,0.519443858,4.09717685,6,0.888093629,0,1,0,0,106.4072217,140,5,5.33,0,81,0
4185,1.895309606,3.281315171,6.643682869,0.818631457,13.41979855,5,0.99109535,0,0,0,0,105.2920643,155,15,4.96,0,72,0
4186,1.790759566,4.424069378,0.624286851,0.607058246,5.75581747,9,0.910021768,0,0,1,1,91.49926115,131,6,8.19,0,64,0
4187,0.712123788,3.746462683,0.0991155,0.677923999,9.301590317,2,0.603107103,1,1,1,1,90.86948284,122,10,1.21,0,68,0
4188,2.709129645,4.579879677,1.325105533,0.239978697,6.698529834,5,0.668341319,1,1,0,1,97.71531853,140,8,3.34,0,68,0
4189,1.81578508,4.941990149,5.76472887,0.822335275,11.70561635,1,0.459694166,1,0,1,1,127.3282035,173,13,0.46,0,94,0
4190,2.123610647,2.899437816,0.566006656,0.229431938,11.29681883,2,0.508795903,0,1,1,0,70.01263081,102,11,1.02,0,48,0
4191,2.83347775,1.60352393,0.421867361,0.737849305,26.65080637,7,0.456553106,1,0,0,1,108.7958925,151,28,3.2,0,78,0
4192,1.735730573,2.701343521,0.373572087,0.466377887,16.85514497,6,0.476235804,1,0,0,0,78.3021167,111,18,2.86,0,55,0
4193,2.454014576,1.237735025,0.006190646,0.075055146,20.02116241,6,0.18597643,1,1,0,0,60.64004339,95,22,1.12,0,39,0
4194,2.162606104,3.70162429,6.051518937,0.326870756,8.570144378,4,0.567835031,0,1,0,1,129.7271572,170,10,2.27,0,99,0
4195,2.581972273,1.590429702,8.697354299,0.567353827,14.42445518,8,0.865645902,0,0,1,1,98.78961764,141,15,6.93,1,69,0
4196,1.094183744,3.295974934,0.069844244,0.912182602,9.498078154,6,0.957452776,0,0,1,1,79.73535029,105,10,5.74,0,61,0
4197,1.592975816,1.878704304,4.104777487,0.542050216,5.026577224,9,0.881528047,0,0,0,1,137.9373256,163,7,7.93,0,117,0
4198,0.775496248,4.975054158,2.214385311,0.772838183,10.31713009,7,0.804825208,0,0,1,0,82.49389553,127,12,5.63,0,54,0
4199,2.365357899,3.027841467,8.884578929,0.324280176,9.468498139,7,0.924242784,1,0,0,1,108.1899108,153,10,6.47,0,77,0
4200,2.065525879,1.257695882,1.073326587,0.325304131,0.783953772,8,0.432946908,0,0,0,1,117.6929821,147,3,3.46,0,94,0
4201,1.920711522,4.568898805,0.932772051,0.262078959,10.63581788,3,0.516731477,1,1,0,0,94.63054634,137,11,1.55,0,65,0
4202,1.836195529,0.539687707,0.011675945,0.686822159,19.08966467,10,0.176337113,0,1,0,1,90.0385668,144,20,1.76,0,56,0
4203,2.177202469,3.095288129,0.476027738,0.051008331,0.704667558,10,0.431232581,0,0,0,0,109.8359075,129,2,4.31,0,94,0
4204,3.018809787,2.780981371,0.290755471,0.174099962,10.62166886,10,0.051193867,1,1,0,0,101.5195187,132,11,0.51,0,78,0
4205,1.252642331,2.703765897,5.526134816,0.634147091,22.16005052,3,0.02135986,0,0,1,1,131.3449491,180,23,0.06,1,96,0
4206,1.75569313,1.661685873,1.587776182,0.095385868,8.035314572,10,0.224470276,0,0,1,1,112.7705992,148,8,2.24,0,86,0
4207,3.069415555,0.134376752,0.92218741,0.245229268,3.989033046,4,0.534334344,1,0,1,1,95.46316183,111,6,2.14,0,82,0
4208,1.228769394,1.568473164,7.835909571,0.588125556,11.22615071,4,0.254061059,1,1,0,0,119.4544896,155,13,1.02,0,92,0
4209,1.381892419,1.831909685,7.464613125,0.802123635,11.59550303,6,0.13467947,1,1,0,0,143.9239209,179,12,0.81,1,116,0
4210,2.230506903,1.832161722,2.838068608,0.503750721,9.564916299,8,0.199296152,0,0,0,0,103.3324958,136,12,1.59,0,79,0
4211,2.432126552,3.355937113,2.75636217,0.063659661,18.11377861,4,0.133667994,0,0,0,0,122.1773151,157,19,0.53,0,95,0
4212,2.076990532,3.451569247,9.02548387,0.623997519,10.21974948,9,0.935119579,1,1,0,0,96.26944813,140,12,8.42,0,66,0
4213,1.058917262,1.425982659,7.253896941,0.683230395,10.14402733,9,0.181183871,1,1,1,0,102.0153879,136,11,1.63,0,77,0
4214,1.270680955,4.396369009,7.494976072,0.92378187,18.11081522,10,0.076266089,0,0,1,0,139.5736655,194,19,0.76,0,100,0
4215,3.375798497,0.912277203,0.536201162,0.059966126,17.73357111,9,0.405482524,0,1,0,1,92.01458037,133,19,3.65,0,64,0
4216,1.422593927,1.682185694,0.174950536,0.145105716,4.635324057,1,0.696989278,0,1,1,0,75.06014778,95,6,0.7,0,59,0
4217,1.501958501,2.198034488,7.928567055,0.936093799,10.74012748,2,0.02792473,1,0,0,1,119.1044866,162,12,0.06,1,88,0
4218,2.486522455,4.824070316,6.808363801,0.830931333,5.11291731,7,0.75932819,1,1,0,1,97.34932001,143,7,5.32,0,66,0
4219,2.83146672,0.265476005,2.13957462,0.144203638,19.83814937,6,0.873271506,0,1,0,1,81.41069138,119,21,5.24,0,56,0
4220,2.225691429,1.957810539,0.702255486,0.9472634,8.322967547,9,0.61131545,0,0,0,1,138.6642086,180,9,5.5,0,107,0
4221,3.441459278,0.812463133,0.353035311,0.821653376,16.06006479,5,0.820259122,1,1,0,1,86.32851127,129,18,4.1,0,58,0
4222,1.589023633,0.495941135,2.029176609,0.549244076,18.80609895,9,0.813941086,1,0,0,1,126.1167151,173,20,7.33,0,92,0
